external,year,test_1,session_3,session_4,test_2,session_5,test_3,dropout,outside_interaction,first_sessions
True,3,3,22.0,81.0,5.0,66.0,2.0,True,1.4011649972161209,126
True,3,2,59.0,21.0,5.0,78.0,3.0,False,3.2741416534982353,151
True,3,2,27.0,39.0,4.0,96.0,2.0,False,6.070918395685893,28
True,3,5,12.0,45.0,2.0,29.0,5.0,False,0.8645260851209282,8
False,3,5,32.0,33.0,3.0,84.0,2.0,True,1.3291425102739085,82
False,2,2,86.0,92.0,3.0,35.0,5.0,False,1.2348364348975682,116
True,3,5,9.0,59.0,3.0,44.0,4.0,False,1.0754972047097353,11
True,2,4,74.0,59.0,4.0,23.0,1.0,False,2.937206562162555,102
False,2,1,49.0,78.0,1.0,37.0,1.0,False,2.0663136512039966,185
True,2,5,36.0,20.0,5.0,46.0,3.0,True,0.9182165607011274,74
True,2,2,5.0,51.0,5.0,35.0,2.0,True,1.883678247562501,61
False,3,1,9.0,24.0,5.0,46.0,2.0,False,0.6349719449456463,20
True,3,1,82.0,12.0,4.0,33.0,2.0,True,0.8826405033986346,122
True,1,3,42.0,66.0,4.0,22.0,2.0,False,1.5616139176636288,162
False,3,5,1.0,40.0,3.0,24.0,1.0,False,0.6970878325427005,8
True,3,5,12.0,38.0,3.0,37.0,2.0,False,1.0403897497160108,14
False,3,4,69.0,48.0,1.0,2.0,2.0,False,3.4314222975068436,163
False,2,5,67.0,28.0,2.0,84.0,4.0,False,3.5036957936735167,71
True,2,5,4.0,25.0,3.0,48.0,5.0,False,0.5377486023548677,15
True,3,4,78.0,70.0,3.0,77.0,4.0,False,3.3882158201227237,118
False,2,2,19.0,75.0,1.0,85.0,4.0,False,3.3626131944456987,35
True,3,5,33.0,44.0,3.0,42.0,3.0,False,2.5152643229849403,50
False,2,1,56.0,40.0,3.0,68.0,3.0,False,3.6096709379076106,35
True,3,5,70.0,4.0,5.0,6.0,4.0,False,2.242177315799079,146
True,1,2,47.0,31.0,3.0,67.0,4.0,False,6.000377096071983,30
False,1,2,85.0,54.0,5.0,54.0,5.0,False,2.267127162223184,113
False,2,5,58.0,92.0,5.0,6.0,1.0,False,2.231693317603,148
False,2,4,62.0,48.0,3.0,9.0,3.0,False,3.584394701857046,184
True,1,1,75.0,33.0,1.0,63.0,1.0,False,2.20501127462613,160
True,3,1,4.0,9.0,2.0,35.0,5.0,False,1.2348364348975682,22
True,2,5,69.0,47.0,5.0,2.0,4.0,False,3.0965457923503883,64
True,3,4,90.0,71.0,2.0,63.0,2.0,False,2.4450494129974913,145
True,2,5,66.0,74.0,4.0,14.0,2.0,False,3.079694968316678,119
True,1,4,86.0,60.0,5.0,21.0,4.0,False,3.6714604358782044,113
True,3,3,57.0,38.0,5.0,14.0,5.0,False,2.6661781411559184,149
True,2,1,12.0,77.0,5.0,43.0,4.0,False,3.4763609714437274,122
False,3,5,41.0,61.0,5.0,17.0,1.0,False,3.1418108559137323,130
True,3,1,71.0,50.0,1.0,99.0,5.0,False,2.55847080036906,92
True,3,1,11.0,43.0,2.0,37.0,5.0,False,1.2348364348975682,16
False,3,1,2.0,25.0,4.0,47.0,1.0,False,0.9431664071252321,10
True,3,3,49.0,80.0,5.0,76.0,3.0,False,2.5686284089386797,108
True,3,5,74.0,90.0,2.0,0.0,2.0,False,1.8097510784253852,104
False,2,5,5.0,33.0,4.0,25.0,4.0,False,0.6700793999393708,6
True,1,4,63.0,49.0,3.0,29.0,4.0,False,3.9151540346550515,87
True,2,5,75.0,89.0,5.0,9.0,1.0,False,0.5293231903380127,91
False,3,1,7.0,14.0,3.0,32.0,2.0,False,1.0589727703024856,12
True,3,1,98.0,38.0,4.0,34.0,1.0,False,3.1955013314939316,142
False,2,4,83.0,40.0,5.0,60.0,2.0,True,0.9542278041722336,111
True,1,5,17.0,46.0,5.0,21.0,1.0,True,1.6712259406453907,63
True,3,5,75.0,51.0,5.0,2.0,4.0,False,4.076878240648569,102
True,3,4,3.0,19.0,2.0,31.0,5.0,False,0.6349719449456463,2
True,3,5,26.0,72.0,1.0,46.0,3.0,False,5.220205379540069,140
False,3,4,72.0,63.0,5.0,29.0,4.0,False,3.2909924775319457,120
False,2,5,42.0,98.0,5.0,64.0,2.0,False,3.404413864903513,159
True,2,3,73.0,40.0,5.0,23.0,1.0,False,3.026330882362939,148
False,2,5,67.0,92.0,5.0,18.0,5.0,False,3.6258689826884005,108
True,2,5,43.0,13.0,1.0,55.0,4.0,False,1.8964904228200843,25
True,3,4,78.0,86.0,5.0,86.0,2.0,True,2.0601193110085054,137
True,3,2,88.0,21.0,4.0,20.0,2.0,False,0.8996335401146528,96
False,3,2,29.0,37.0,2.0,79.0,4.0,False,4.45322902663638,16
True,3,3,97.0,48.0,4.0,63.0,4.0,False,2.842041805751001,138
True,2,5,78.0,66.0,3.0,55.0,5.0,False,2.4531484353878863,148
True,1,5,91.0,30.0,3.0,47.0,3.0,False,3.4854391627135026,98
True,1,1,81.0,77.0,1.0,49.0,5.0,False,1.7932266440181355,94
True,2,4,77.0,58.0,4.0,92.0,2.0,False,2.7964503525611972,95
True,1,4,96.0,63.0,2.0,19.0,1.0,False,3.5826625053042815,118
False,1,2,56.0,51.0,3.0,59.0,4.0,False,3.1664343127113765,45
False,3,2,55.0,46.0,3.0,7.0,1.0,False,3.8080994731211137,132
False,3,4,25.0,18.0,3.0,9.0,5.0,False,3.7726656285009286,118
True,1,5,35.0,27.0,4.0,20.0,3.0,True,0.7777867407262293,49
False,2,5,55.0,51.0,3.0,46.0,5.0,False,3.994120746285816,102
True,3,2,26.0,60.0,3.0,13.0,1.0,True,1.2134900510809767,19
True,3,2,66.0,91.0,1.0,34.0,3.0,False,2.842041805751001,84
True,3,2,34.0,78.0,4.0,42.0,2.0,True,0.824596680717862,80
True,1,4,78.0,42.0,5.0,19.0,1.0,False,1.5349318746867593,33
True,3,5,87.0,73.0,5.0,24.0,3.0,False,2.8234587851645268,68
True,1,5,66.0,31.0,1.0,21.0,1.0,False,1.46439057507285,114
True,1,4,31.0,14.0,4.0,25.0,1.0,True,0.3641160095811484,119
False,2,5,8.0,45.0,2.0,31.0,1.0,False,0.9431664071252321,12
True,3,5,8.0,20.0,5.0,44.0,4.0,False,0.5998644899519219,8
True,3,1,60.0,66.0,5.0,50.0,1.0,False,3.236975612325286,118
False,3,1,9.0,29.0,3.0,37.0,4.0,False,0.5026411473611432,17
False,3,4,9.0,45.0,4.0,34.0,5.0,False,0.7943111751334793,12
False,2,1,43.0,30.0,2.0,89.0,4.0,False,3.880046579661327,25
True,3,5,78.0,39.0,2.0,79.0,1.0,False,1.8883914004296893,131
False,3,3,54.0,82.0,5.0,39.0,5.0,False,2.7613428975674728,128
True,1,3,97.0,67.0,3.0,80.0,5.0,False,3.5307042262768467,132
False,2,5,78.0,73.0,4.0,18.0,2.0,False,3.24919180707413,53
True,3,1,98.0,35.0,5.0,73.0,1.0,False,2.992955623921979,130
True,1,1,38.0,53.0,2.0,90.0,3.0,False,2.645536534390219,29
True,1,2,24.0,63.0,2.0,25.0,1.0,True,1.5663721779729851,88
False,3,2,87.0,25.0,5.0,10.0,5.0,False,3.247459610521366,132
True,1,5,86.0,20.0,3.0,96.0,1.0,False,2.513205736805716,119
False,1,5,71.0,5.0,3.0,52.0,4.0,False,2.260760336385554,178
True,3,1,10.0,32.0,2.0,27.0,1.0,False,0.9080589521315077,20
False,3,3,47.0,26.0,3.0,92.0,2.0,True,1.6108725225609315,172
False,2,5,8.0,13.0,3.0,48.0,2.0,False,1.0589727703024856,9
True,3,1,37.0,54.0,3.0,85.0,5.0,False,4.606201430986582,29
True,3,5,11.0,21.0,5.0,24.0,4.0,False,1.102505637313065,14
False,2,1,57.0,53.0,4.0,45.0,3.0,False,5.56860363795121,37
True,2,3,49.0,59.0,2.0,98.0,4.0,False,3.1168610094896274,119
False,1,5,27.0,86.0,5.0,56.0,2.0,False,4.2074768416803074,77
True,3,5,53.0,31.0,5.0,25.0,1.0,False,1.2534194554840428,158
False,2,2,21.0,35.0,2.0,63.0,3.0,False,4.7982631403624545,27
False,3,3,4.0,46.0,3.0,61.0,1.0,False,4.3725301184528504,24
True,1,1,3.0,13.0,3.0,24.0,1.0,True,1.4119636937366473,93
False,3,2,43.0,42.0,2.0,98.0,5.0,False,6.5381256984268505,6
True,2,5,65.0,92.0,5.0,59.0,2.0,False,2.2688593587759494,6
False,2,2,34.0,35.0,2.0,96.0,3.0,False,5.170632076318319,20
True,1,1,82.0,20.0,5.0,11.0,1.0,True,1.5195622379813525,93
False,2,1,98.0,3.0,3.0,51.0,3.0,False,4.198072260784072,44
True,3,1,71.0,53.0,2.0,71.0,1.0,False,3.3362575410952893,86
False,2,1,74.0,19.0,3.0,36.0,1.0,False,4.858320441780283,117
True,1,1,80.0,29.0,5.0,87.0,1.0,False,3.301150086101565,116
False,3,5,1.0,57.0,3.0,33.0,2.0,False,0.6700793999393708,14
False,3,1,9.0,14.0,3.0,25.0,5.0,False,0.7673027425301494,11
True,3,3,86.0,62.0,1.0,89.0,1.0,False,3.396314842513119,127
False,2,3,56.0,46.0,1.0,22.0,1.0,False,3.363265973698619,146
True,3,5,50.0,12.0,1.0,5.0,1.0,False,1.4043332736550207,76
False,1,5,6.0,57.0,1.0,74.0,2.0,False,5.952400667076494,63
True,3,4,88.0,64.0,4.0,87.0,1.0,False,3.3362575410952893,89
True,3,1,99.0,60.0,1.0,51.0,4.0,False,2.0041977636069426,111
False,3,5,13.0,30.0,2.0,34.0,5.0,False,0.40541780477036454,11
False,2,4,4.0,60.0,2.0,68.0,5.0,False,4.242910686300492,185
True,1,2,53.0,35.0,2.0,56.0,3.0,False,5.921410384441219,24
False,1,1,26.0,46.0,1.0,82.0,4.0,False,4.815440354022625,118
False,2,1,7.0,19.0,2.0,32.0,5.0,False,0.8645260851209282,15
False,3,4,4.0,52.0,2.0,36.0,2.0,False,0.8645260851209282,22
False,1,2,53.0,49.0,4.0,50.0,3.0,False,4.260514538007587,14
True,3,3,84.0,52.0,4.0,31.0,3.0,False,5.565565882892604,150
True,3,1,54.0,32.0,4.0,78.0,1.0,False,2.798508938740422,84
False,2,5,78.0,72.0,3.0,43.0,4.0,False,3.2909924775319457,126
True,2,5,77.0,70.0,5.0,32.0,2.0,False,1.6068789812269728,119
False,2,5,70.0,10.0,5.0,73.0,5.0,False,2.0558296530079168,143
True,2,5,47.0,6.0,5.0,32.0,5.0,False,2.7259090529472876,185
True,3,5,7.0,39.0,3.0,29.0,5.0,False,1.0589727703024856,20
False,1,2,39.0,50.0,2.0,71.0,4.0,False,3.5637530950913465,24
False,3,5,10.0,11.0,4.0,29.0,4.0,False,0.7943111751334793,17
False,2,2,22.0,44.0,3.0,54.0,1.0,False,4.581577974188937,4
True,3,5,54.0,17.0,1.0,69.0,5.0,False,1.8181764904422404,124
False,3,5,13.0,31.0,5.0,33.0,4.0,False,1.1997289799038438,7
False,3,3,73.0,88.0,1.0,53.0,1.0,False,4.904238284596548,64
False,3,5,9.0,43.0,5.0,40.0,5.0,False,0.9617494277117069,6
True,1,3,40.0,36.0,4.0,83.0,2.0,False,3.4293637113276185,166
False,3,5,59.0,38.0,5.0,44.0,2.0,False,2.566896212385915,104
False,3,1,38.0,12.0,3.0,70.0,3.0,False,2.55879718999552,47
True,1,5,73.0,89.0,1.0,25.0,2.0,True,1.6023834214440917,85
True,1,2,62.0,14.0,1.0,1.0,1.0,False,1.7395361684379362,44
False,2,1,77.0,10.0,5.0,40.0,5.0,False,2.3660827013667274,185
True,2,4,47.0,72.0,5.0,2.0,3.0,False,1.0586463806760253,146
True,2,1,8.0,18.0,5.0,38.0,4.0,False,0.40541780477036454,18
False,2,2,86.0,64.0,5.0,21.0,5.0,False,3.0466460995021785,158
True,2,5,67.0,78.0,4.0,88.0,4.0,False,3.0695373597470583,90
True,1,1,32.0,44.0,4.0,21.0,4.0,False,5.044994494197907,33
True,3,5,7.0,46.0,5.0,45.0,5.0,False,1.0052822947222864,18
True,1,5,75.0,65.0,4.0,23.0,2.0,True,1.1306688676182377,40
False,2,1,55.0,53.0,3.0,48.0,3.0,False,5.586860268911224,6
False,3,5,6.0,28.0,2.0,40.0,2.0,False,0.9431664071252321,10
True,2,5,88.0,69.0,3.0,78.0,3.0,False,4.147093150636018,166
True,3,3,75.0,55.0,5.0,89.0,1.0,False,2.161478407615551,124
False,1,4,96.0,32.0,1.0,37.0,1.0,False,6.3517780356356885,149
False,2,1,55.0,30.0,3.0,39.0,2.0,False,3.9526464654544613,197
False,2,3,59.0,82.0,3.0,38.0,5.0,False,2.5335209539449552,148
False,1,1,48.0,52.0,3.0,84.0,5.0,False,4.484354631598158,19
False,1,1,37.0,32.0,4.0,66.0,3.0,False,5.745873109472597,32
False,2,2,70.0,18.0,4.0,2.0,5.0,False,3.495596771283122,106
True,3,5,3.0,41.0,2.0,24.0,5.0,False,1.1376130923067895,10
True,1,1,89.0,99.0,1.0,46.0,4.0,False,1.7995934698557656,121
True,1,5,48.0,5.0,1.0,18.0,1.0,False,0.8831091057074028,116
True,1,4,63.0,56.0,1.0,64.0,2.0,True,1.0946576241471315,104
True,1,1,61.0,76.0,1.0,21.0,1.0,False,3.247459610521366,104
True,3,3,88.0,66.0,1.0,7.0,4.0,False,2.9287811501457,125
True,3,5,5.0,12.0,4.0,31.0,2.0,True,1.6712259406453907,80
True,2,1,22.0,92.0,4.0,60.0,1.0,False,4.285790774058151,108
True,3,4,99.0,73.0,4.0,24.0,1.0,False,1.9586063104171383,85
False,1,2,23.0,43.0,2.0,64.0,3.0,False,4.992709825544011,42
True,3,5,82.0,44.0,5.0,50.0,4.0,False,3.7501007578825085,88
True,1,2,54.0,88.0,1.0,57.0,1.0,True,1.1527014468279042,90
True,2,4,11.0,17.0,5.0,66.0,5.0,False,2.5935782553627846,107
True,3,1,37.0,46.0,2.0,66.0,3.0,False,5.135851010951054,36
False,2,5,50.0,14.0,1.0,89.0,1.0,True,1.7072371841164968,74
True,3,2,27.0,48.0,3.0,46.0,4.0,False,4.2686135603979825,38
False,3,2,40.0,40.0,2.0,77.0,1.0,False,4.895812872579693,17
False,3,5,72.0,73.0,4.0,28.0,5.0,False,3.1748597247282317,120
True,2,2,44.0,99.0,5.0,7.0,5.0,False,2.3724495272043575,154
True,3,5,7.0,33.0,3.0,47.0,5.0,False,1.0052822947222864,19
True,1,1,59.0,33.0,1.0,16.0,5.0,False,2.9993224497596094,108
True,2,3,76.0,35.0,5.0,21.0,5.0,False,1.9133412468537938,145
True,1,4,72.0,57.0,5.0,15.0,2.0,False,1.4394407286487452,100
True,1,4,45.0,1.0,3.0,39.0,1.0,False,3.141484466287272,87
False,3,4,41.0,67.0,1.0,27.0,4.0,False,6.159063547006896,128
True,2,1,72.0,55.0,4.0,29.0,3.0,False,2.734660854590603,89
False,3,2,68.0,41.0,5.0,16.0,5.0,False,3.512121205690372,180
True,3,1,57.0,28.0,4.0,76.0,5.0,False,2.4612474577782812,92
False,2,3,88.0,94.0,1.0,43.0,3.0,False,6.678555518401748,58
True,2,2,45.0,37.0,4.0,52.0,5.0,False,6.186724758863146,35
False,3,5,5.0,40.0,5.0,43.0,2.0,False,0.8294186301272037,15
True,2,4,85.0,69.0,2.0,24.0,1.0,False,4.3388284703854305,58
False,3,5,7.0,44.0,3.0,44.0,1.0,False,0.6970878325427005,8
True,3,4,57.0,60.0,5.0,31.0,2.0,False,3.847324100473288,70
True,3,3,91.0,20.0,3.0,43.0,1.0,False,2.5149379333584805,88
True,2,5,6.0,42.0,3.0,40.0,5.0,False,0.7943111751334793,17
True,1,1,51.0,59.0,2.0,21.0,1.0,False,2.779925918153947,136
False,1,2,59.0,43.0,2.0,57.0,3.0,False,3.8182570816907333,9
False,3,5,5.0,22.0,2.0,36.0,5.0,False,0.40541780477036454,16
True,3,5,55.0,65.0,4.0,47.0,4.0,False,2.860624826337476,116
True,1,5,60.0,68.0,2.0,67.0,2.0,False,3.7729920181273893,87
False,2,3,77.0,21.0,5.0,59.0,3.0,False,2.6742771635463134,157
True,2,2,59.0,90.0,5.0,24.0,5.0,False,3.3281585187048943,93
False,2,2,21.0,32.0,2.0,45.0,4.0,False,3.785208212876233,27
True,2,1,93.0,26.0,3.0,28.0,1.0,False,3.4770137506966474,152
True,1,2,88.0,6.0,1.0,53.0,3.0,False,2.842041805751001,60
True,1,3,72.0,65.0,2.0,35.0,1.0,False,1.1126632458826848,106
True,3,3,65.0,6.0,2.0,65.0,2.0,False,1.7209531478514615,142
False,3,5,83.0,40.0,5.0,46.0,4.0,False,3.0550715115190337,128
False,2,2,20.0,44.0,2.0,78.0,3.0,False,3.8578080986693672,26
True,3,1,78.0,20.0,5.0,82.0,5.0,False,3.5307042262768467,109
False,3,5,13.0,31.0,3.0,30.0,1.0,False,0.9266419727179824,3
True,3,3,66.0,21.0,4.0,14.0,1.0,False,3.1502362679305866,80
False,2,1,42.0,43.0,1.0,52.0,3.0,False,2.8045493749515913,39
True,1,1,29.0,83.0,4.0,43.0,2.0,True,1.7428132414189896,179
False,2,1,28.0,32.0,2.0,59.0,2.0,False,2.8936736951519757,31
True,2,4,94.0,49.0,4.0,17.0,4.0,False,3.1937691349411663,96
True,2,4,98.0,76.0,3.0,52.0,4.0,False,1.7644860148620412,74
False,1,2,22.0,38.0,2.0,59.0,4.0,False,4.358390659851285,38
True,3,5,8.0,15.0,3.0,39.0,5.0,False,0.5377486023548677,14
True,1,3,34.0,52.0,3.0,13.0,4.0,False,5.12677281968128,122
True,1,4,25.0,27.0,5.0,17.0,2.0,True,1.0230703233735325,35
False,3,5,74.0,53.0,1.0,83.0,3.0,True,0.9294504433902673,179
True,3,5,63.0,80.0,4.0,73.0,1.0,True,0.705764253784017,66
True,1,5,66.0,38.0,5.0,72.0,1.0,False,2.320491248176923,107
False,1,2,37.0,40.0,1.0,54.0,3.0,False,2.2401187296198546,26
False,3,5,85.0,45.0,1.0,90.0,2.0,True,1.8589008867805346,109
True,3,4,73.0,51.0,3.0,27.0,1.0,False,4.111985695642294,89
False,1,1,29.0,52.0,2.0,55.0,4.0,False,2.6104290793964946,22
False,3,5,68.0,1.0,5.0,85.0,2.0,True,2.694731450187537,164
True,1,3,22.0,78.0,3.0,60.0,2.0,False,3.539129638293702,104
True,1,3,92.0,21.0,4.0,80.0,4.0,False,2.9206821277553052,117
True,1,3,62.0,11.0,2.0,14.0,4.0,False,0.9722334259077867,42
False,2,1,41.0,46.0,2.0,94.0,4.0,False,4.720275597611071,25
True,2,5,58.0,21.0,2.0,27.0,3.0,False,1.9484487018475183,99
False,3,5,6.0,27.0,1.0,24.0,5.0,False,0.6785048119562258,9
True,3,2,84.0,50.0,5.0,48.0,1.0,False,2.860624826337476,114
False,3,5,75.0,26.0,2.0,20.0,2.0,False,2.488255890381611,132
False,3,2,14.0,11.0,3.0,60.0,1.0,True,2.1762069563700503,69
True,2,5,77.0,36.0,5.0,40.0,1.0,False,2.354192896244343,131
True,1,3,5.0,7.0,5.0,42.0,2.0,False,1.2804278880873725,48
False,3,2,62.0,26.0,3.0,45.0,1.0,False,3.539129638293702,124
False,3,5,11.0,41.0,1.0,44.0,4.0,False,0.8729514971377832,16
False,2,1,23.0,32.0,3.0,61.0,4.0,False,5.013677821936171,30
True,3,4,9.0,41.0,3.0,39.0,1.0,False,0.5026411473611432,17
False,3,5,13.0,11.0,5.0,40.0,3.0,False,6.060108007863353,124
True,1,5,63.0,98.0,2.0,46.0,1.0,False,1.9856147430204678,115
True,3,2,50.0,21.0,5.0,69.0,2.0,False,1.0589727703024856,122
True,3,5,50.0,55.0,5.0,29.0,1.0,False,1.4994980300665746,131
False,2,1,6.0,32.0,4.0,41.0,1.0,False,1.2348364348975682,18
False,2,5,75.0,61.0,5.0,56.0,5.0,False,2.649653706748669,116
False,3,1,5.0,51.0,3.0,34.0,4.0,False,0.9266419727179824,24
False,1,2,44.0,46.0,2.0,96.0,2.0,False,5.7353891112765165,28
False,2,5,60.0,29.0,5.0,41.0,1.0,False,3.6444520032748753,181
True,3,2,96.0,49.0,4.0,69.0,1.0,False,1.693944715248132,72
False,2,1,25.0,68.0,3.0,77.0,5.0,False,2.866665262548646,113
False,3,5,10.0,32.0,2.0,34.0,4.0,False,1.0403897497160108,15
True,3,5,16.0,3.0,2.0,38.0,1.0,True,0.5293231903380127,74
True,3,5,84.0,24.0,5.0,46.0,4.0,False,1.4559651630559949,65
False,2,5,44.0,87.0,5.0,12.0,5.0,False,3.468914728306253,169
True,2,5,57.0,37.0,5.0,73.0,4.0,False,2.850140828141396,99
False,2,5,11.0,8.0,4.0,27.0,4.0,False,0.5998644899519219,5
False,2,1,12.0,54.0,4.0,27.0,4.0,False,1.0052822947222864,11
False,3,2,46.0,39.0,2.0,83.0,1.0,False,3.68592628410623,42
False,1,1,35.0,34.0,1.0,54.0,4.0,False,3.5265870539183966,39
False,3,4,9.0,43.0,2.0,35.0,4.0,False,0.5026411473611432,17
False,1,2,47.0,30.0,2.0,68.0,4.0,False,4.517729890039119,27
True,1,4,87.0,57.0,1.0,4.0,2.0,False,1.613572196691063,82
False,3,5,4.0,9.0,3.0,40.0,4.0,False,0.9431664071252321,8
True,3,3,90.0,51.0,3.0,93.0,1.0,False,1.826275512832635,130
False,1,5,58.0,76.0,5.0,41.0,1.0,False,2.984530211905124,151
False,1,1,50.0,35.0,2.0,78.0,5.0,False,4.395556701024235,22
False,1,2,59.0,41.0,2.0,76.0,3.0,False,5.470727516107511,5
True,1,4,49.0,58.0,1.0,25.0,1.0,True,0.5653344338091189,81
True,2,4,12.0,19.0,5.0,85.0,1.0,True,0.3060721869003758,111
False,2,2,53.0,42.0,3.0,72.0,3.0,False,2.7343344649641423,31
True,3,1,13.0,53.0,2.0,17.0,4.0,False,5.875818931251414,67
False,2,5,45.0,5.0,5.0,40.0,4.0,False,2.1263709526218264,145
True,2,1,56.0,9.0,3.0,28.0,2.0,True,0.3641160095811484,140
True,3,5,79.0,16.0,4.0,26.0,2.0,True,1.7428132414189896,169
True,3,5,59.0,48.0,1.0,85.0,3.0,False,2.3826071357739775,80
True,3,5,55.0,54.0,1.0,57.0,1.0,False,3.3983734286923433,136
True,1,1,32.0,77.0,1.0,4.0,3.0,False,2.0041977636069426,182
False,1,2,23.0,32.0,3.0,94.0,4.0,False,6.839953334768807,14
True,3,1,55.0,77.0,5.0,13.0,4.0,False,2.3745081133835826,107
False,2,5,42.0,14.0,5.0,69.0,1.0,False,3.255885022538221,181
True,2,5,76.0,79.0,2.0,74.0,1.0,False,3.2639840449286153,133
True,1,2,53.0,99.0,5.0,22.0,2.0,False,5.371119197711046,154
True,2,5,97.0,77.0,5.0,49.0,5.0,False,2.18816045059242,70
True,2,3,42.0,55.0,5.0,21.0,3.0,False,2.707326032360813,151
True,2,5,43.0,44.0,5.0,14.0,1.0,False,2.647268730942984,176
False,2,1,1.0,32.0,5.0,54.0,4.0,False,4.585886213847343,138
False,1,2,27.0,48.0,2.0,59.0,5.0,False,4.639250299801081,29
True,3,5,82.0,74.0,1.0,34.0,2.0,False,4.4387631784083545,128
True,3,1,74.0,42.0,2.0,23.0,1.0,False,3.565811681270571,76
True,3,4,9.0,40.0,3.0,26.0,5.0,False,0.6349719449456463,13
True,2,5,19.0,20.0,3.0,72.0,2.0,False,1.181145959317369,27
True,3,3,82.0,52.0,5.0,79.0,1.0,False,2.0105645894445727,37
True,3,1,73.0,48.0,3.0,47.0,2.0,False,2.699227009970418,96
True,3,2,94.0,74.0,2.0,73.0,4.0,False,1.7476351908283312,100
True,3,2,30.0,80.0,2.0,7.0,2.0,False,3.7497743682560487,84
False,2,2,47.0,48.0,2.0,90.0,3.0,False,5.247213812143398,15
True,3,4,66.0,23.0,5.0,90.0,1.0,False,2.337342072210633,154
True,3,2,58.0,76.0,2.0,21.0,5.0,False,3.7230923252791794,106
True,3,2,91.0,47.0,1.0,80.0,3.0,False,2.8315578075549217,124
False,3,5,6.0,17.0,4.0,37.0,4.0,False,0.9701748397285618,13
True,3,2,85.0,39.0,4.0,79.0,4.0,False,3.5265870539183966,18
False,3,5,13.0,11.0,4.0,44.0,5.0,False,1.0403897497160108,8
True,3,2,51.0,21.0,3.0,54.0,2.0,True,1.9304881875541335,73
True,1,2,77.0,85.0,4.0,44.0,2.0,True,2.1429404944712442,109
False,3,5,9.0,57.0,5.0,45.0,5.0,False,0.7943111751334793,18
True,1,4,64.0,20.0,5.0,47.0,2.0,True,0.3528821268920085,79
False,3,4,13.0,12.0,4.0,46.0,2.0,False,1.0673981823193406,18
False,3,1,8.0,30.0,3.0,33.0,2.0,False,0.6349719449456463,9
False,1,4,75.0,79.0,5.0,52.0,3.0,False,3.1846909436713915,169
True,3,4,54.0,10.0,3.0,62.0,3.0,True,0.7169981364731569,138
True,3,1,84.0,35.0,4.0,23.0,2.0,True,0.6701881964815242,40
True,3,2,21.0,34.0,2.0,78.0,3.0,False,3.9880803100746456,24
True,3,5,56.0,55.0,4.0,7.0,5.0,False,3.5826625053042815,112
True,3,4,56.0,24.0,5.0,7.0,1.0,False,3.301150086101565,91
True,2,4,48.0,19.0,4.0,30.0,1.0,True,0.7530093799442632,106
True,3,1,49.0,10.0,5.0,62.0,5.0,False,1.975130744824388,104
False,3,2,51.0,15.0,5.0,59.0,1.0,True,1.199511386819537,118
False,2,1,39.0,48.0,2.0,74.0,3.0,False,4.2277920588195474,18
True,1,5,52.0,73.0,5.0,15.0,5.0,False,1.7290521702418564,188
False,3,2,56.0,68.0,5.0,32.0,4.0,False,3.4229968854899884,105
False,3,5,2.0,33.0,3.0,28.0,5.0,False,0.40541780477036454,12
True,3,5,57.0,50.0,5.0,56.0,4.0,False,2.93926514834178,126
True,1,5,54.0,21.0,3.0,28.0,4.0,False,0.7507783081228997,51
True,3,4,50.0,75.0,1.0,46.0,3.0,False,3.512121205690372,124
True,2,3,21.0,83.0,3.0,10.0,2.0,False,4.113717892195059,52
True,3,5,51.0,64.0,4.0,29.0,1.0,False,2.9723140171562794,124
False,3,1,12.0,37.0,4.0,40.0,4.0,False,1.3320597774883467,6
True,3,5,81.0,72.0,3.0,55.0,2.0,False,2.5605293865482848,101
True,2,5,11.0,43.0,5.0,36.0,2.0,False,0.7757281545470045,16
False,3,5,11.0,14.0,5.0,38.0,5.0,False,0.9701748397285618,20
False,2,4,88.0,54.0,3.0,3.0,4.0,False,1.5720979158597084,119
False,1,2,86.0,1.0,3.0,59.0,1.0,False,3.778514997412143,104
True,2,3,59.0,57.0,5.0,24.0,3.0,False,2.701285596149643,119
False,2,1,15.0,77.0,3.0,98.0,2.0,False,6.959741547978006,41
False,3,1,28.0,37.0,2.0,48.0,4.0,False,3.177244700533917,48
False,2,5,6.0,24.0,5.0,25.0,5.0,False,0.7673027425301494,17
False,3,3,98.0,29.0,1.0,72.0,4.0,True,1.883678247562501,150
True,3,5,73.0,73.0,5.0,74.0,1.0,False,3.0445875133229534,102
False,2,5,61.0,72.0,1.0,65.0,3.0,False,3.8122166454795634,122
False,2,3,89.0,73.0,5.0,67.0,5.0,False,3.557059879627256,50
True,1,4,81.0,60.0,4.0,79.0,1.0,False,3.5307042262768467,151
False,3,3,52.0,43.0,5.0,20.0,4.0,False,3.6795594582685998,146
False,3,5,11.0,41.0,5.0,40.0,4.0,False,0.5377486023548677,16
True,2,4,63.0,20.0,5.0,20.0,2.0,True,0.6121443738007516,18
True,2,1,61.0,56.0,3.0,0.0,1.0,False,4.473870633402079,127
True,3,5,5.0,35.0,5.0,46.0,4.0,False,1.0052822947222864,16
True,1,2,44.0,44.0,2.0,51.0,4.0,False,5.8056040212639655,15
True,2,5,60.0,20.0,5.0,27.0,5.0,False,1.4313417062583504,89
False,3,2,48.0,52.0,2.0,63.0,3.0,False,5.48121151430359,35
